Date,Year,Month,DOY,Max_Temp,Min_Temp ,Mean_Temp ,HeatDegDays ,CoolDegDays ,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,SnowOnGrnd_cm
2020-01-04,2020,1,4,6,-11.5,-2.8,20.8,0,0,0,0,0
2020-01-05,2020,1,5,0,-7,-3.5,21.5,0,0,0,0,0
2020-01-06,2020,1,6,-1.5,-9,-5.3,23.3,0,0,0,0,0
2020-01-07,2020,1,7,-14,-21,-17.5,35.5,0,0,0,0,0
2020-01-08,2020,1,8,0,-26,-13,31,0,0,0,0,0
2020-01-09,2020,1,9,-14,-17.5,-15.8,33.8,0,0,0,0,0
2020-01-10,2020,1,10,-14,-25,-19.5,37.5,0,0,0,0,0
2020-01-11,2020,1,11,-9.5,-27,-18.3,36.3,0,0,0,0,0
2020-01-12,2020,1,12,-11.5,-13.5,-12.5,30.5,0,0,0,0,0
2020-01-13,2020,1,13,-24,-28,-26,44,0,0,0,0,0
2020-01-14,2020,1,14,-26,-32,-29,47,0,0,0,0,0
2020-01-15,2020,1,15,-27.5,-33.5,-30.5,48.5,0,0,0,0,0
2020-01-16,2020,1,16,NA,-34,NA,NA,NA,NA,NA,NA,0
2020-01-17,2020,1,17,-18.5,NA,NA,NA,NA,0,0,0,NA
2020-01-18,2020,1,18,-24,-33,-28.5,46.5,0,0,0,0,0
2020-01-19,2020,1,19,-14.5,-27,-20.8,38.8,0,0,0,0,0
2020-01-20,2020,1,20,0,-27,-13.5,31.5,0,0,0,0,0
2020-01-21,2020,1,21,1.5,-15,-6.8,24.8,0,0,0,0,0
2020-01-22,2020,1,22,-3,-11,-7,25,0,0,0,0,0
2020-01-23,2020,1,23,-3,-13,-8,26,0,0,0,0,0
2020-01-24,2020,1,24,3,-12,-4.5,22.5,0,0,0,0,0
2020-01-25,2020,1,25,2,-7,-2.5,20.5,0,0,0,0,0
2020-01-26,2020,1,26,5,-7,-1,19,0,0,0,0,0
2020-01-27,2020,1,27,-1.5,-6.5,-4,22,0,0,0,0,0
2020-01-28,2020,1,28,-0.5,-5,-2.8,20.8,0,0,0,0,0
2020-01-29,2020,1,29,-3,-4,-3.5,21.5,0,0,0,0,0
2020-01-30,2020,1,30,0,-8.5,-4.3,22.3,0,0,0,0,0
2020-01-31,2020,1,31,4.5,-10,-2.8,20.8,0,0,0,0,0
2020-02-01,2020,2,1,8.5,-5,1.8,16.2,0,0,0,0,0
2020-02-02,2020,2,2,-1,-3.5,-2.3,20.3,0,0,0,0,0
2020-02-03,2020,2,3,-7,-15,-11,29,0,0,0,0,0
2020-02-04,2020,2,4,-3.5,-25,-14.3,32.3,0,0,0,0,0
2020-02-05,2020,2,5,-3.5,-16.5,-10,28,0,0,0,0,0
2020-02-06,2020,2,6,-8.5,-11.5,-10,28,0,0,0,0,0
2020-02-07,2020,2,7,-1,-13,-7,25,0,0,0,0,0
2020-02-08,2020,2,8,1,-9.5,-4.3,22.3,0,0,0,0,0
2020-02-09,2020,2,9,-2,-13,-7.5,25.5,0,0,0,0,0
2020-02-10,2020,2,10,-1.5,-15.5,-8.5,26.5,0,0,0,0,0
2020-02-11,2020,2,11,0,-13,-6.5,24.5,0,0,0,0,0
2020-02-12,2020,2,12,0,-31,-15.5,33.5,0,0,0,0,0
2020-02-13,2020,2,13,-3,-30,-16.5,34.5,0,0,0,0,0
2020-02-14,2020,2,14,0,-5,-2.5,20.5,0,0,0,0,0
2020-02-15,2020,2,15,-6,-13,-9.5,27.5,0,0,0,0,0
2020-02-16,2020,2,16,-2.5,-10,-6.3,24.3,0,0,0,0,0
2020-02-17,2020,2,17,-9.5,-11,-10.3,28.3,0,0,0,0,0
2020-02-18,2020,2,18,-15.5,-27,-21.3,39.3,0,0,0,0,0
2020-02-19,2020,2,19,-10,-28.5,-19.3,37.3,0,0,0,0,0
2020-02-20,2020,2,20,2,-25,-11.5,29.5,0,0,0,0,0
2020-02-21,2020,2,21,3.5,-11.5,-4,22,0,0,0,0,0
2020-02-22,2020,2,22,5.5,-10,-2.3,20.3,0,0,0,0,0
2020-02-23,2020,2,23,5.5,-9,-1.8,19.8,0,0,0,0,0
2020-02-24,2020,2,24,0.5,-9,-4.3,22.3,0,0,0,0,0
2020-02-25,2020,2,25,-3,-14.5,-8.8,26.8,0,0,0,0,0
2020-02-26,2020,2,26,1,-14,-6.5,24.5,0,0,0,0,0
2020-02-27,2020,2,27,5.5,-9,-1.8,19.8,0,0,0,0,0
2020-02-28,2020,2,28,8,-6,1,17,0,0,0,0,0
2020-02-29,2020,2,29,9,-4,2.5,15.5,0,0,0,0,0
2020-03-01,2020,3,1,0,-9,-4.5,22.5,0,0,0,0,0
2020-03-02,2020,3,2,3.5,-10,-3.3,21.3,0,0,0,0,0
2020-03-03,2020,3,3,4,-7,-1.5,19.5,0,0,0,0,0
2020-03-04,2020,3,4,5.5,-3.5,1,17,0,0,0,0,0
2020-03-05,2020,3,5,4,-4,0,18,0,0,0,0,0
2020-03-06,2020,3,6,12.5,-1,5.8,12.2,0,0,0,0,0
2020-03-07,2020,3,7,-8,-2.5,-5.3,23.3,0,0,0,0,0
2020-03-08,2020,3,8,-6,-11.5,-8.8,26.8,0,0,0,0,0
2020-03-09,2020,3,9,-0.5,-14,-7.3,25.3,0,0,0,0,0
2020-03-10,2020,3,10,5,-11,-3,21,0,0,0,0,0
2020-03-11,2020,3,11,7.5,-7,0.3,17.7,0,0,0,0,0
2020-03-12,2020,3,12,-0.5,-6,-3.3,21.3,0,0,0,0,0
2020-03-13,2020,3,13,-8,-15,-11.5,29.5,0,0,0,0,0
2020-03-14,2020,3,14,-5.5,-16,-10.8,28.8,0,0,0,0,0
2020-03-15,2020,3,15,-4.5,-13,-8.8,26.8,0,0,0,0,0
2020-03-16,2020,3,16,-3,-16.5,-9.8,27.8,0,0,0,0,0
2020-03-17,2020,3,17,1.5,-14,-6.3,24.3,0,0,0,0,0
2020-03-18,2020,3,18,-5.5,-16,-10.8,28.8,0,0,0,0,0
2020-03-19,2020,3,19,-3,-16,-9.5,27.5,0,0,0,0,0
2020-03-20,2020,3,20,-1,-16,-8.5,26.5,0,0,0,0,0
2020-03-21,2020,3,21,2.5,-11,-4.3,22.3,0,0,0,0,0
2020-03-22,2020,3,22,6.5,-9,-1.3,19.3,0,0,0,0,0
2020-03-23,2020,3,23,13.5,-5.5,4,14,0,0,0,0,0
2020-03-24,2020,3,24,0,-2.5,-1.3,19.3,0,0,0,0,0
2020-03-25,2020,3,25,-1,-10,-5.5,23.5,0,0,0,0,0
2020-03-26,2020,3,26,7,-11,-2,20,0,0,0,0,0
2020-03-27,2020,3,27,9,-9,0,18,0,0,0,0,0
2020-03-28,2020,3,28,14,-1,6.5,11.5,0,0,0,0,0
2020-03-29,2020,3,29,15.5,-3.5,6,12,0,0,0,0,0
2020-03-30,2020,3,30,13,0,6.5,11.5,0,0,0,0,0
2020-03-31,2020,3,31,1.5,-3,-0.8,18.8,0,0,0,0,0
2020-04-01,2020,4,1,-9.5,-13,-11.3,29.3,0,0,0,0,0
2020-04-02,2020,4,2,-7,-16,-11.5,29.5,0,0,0,0,0
2020-04-03,2020,4,3,-2,-15.5,-8.8,26.8,0,0,0,0,0
2020-04-04,2020,4,4,-1,-11.5,-6.3,24.3,0,0,0,0,0
2020-04-05,2020,4,5,NA,-8,NA,NA,NA,NA,NA,NA,0
2020-04-06,2020,4,6,7.5,NA,NA,NA,NA,0,0,0,NA
2020-04-07,2020,4,7,8,-8,0,18,0,0,0,0,0
2020-04-08,2020,4,8,3,-4,-0.5,18.5,0,0,0,0,0
2020-04-09,2020,4,9,7.5,-13,-2.8,20.8,0,0,0,0,0
2020-04-10,2020,4,10,10.5,-6,2.3,15.7,0,0,0,0,0
2020-04-11,2020,4,11,0,-6.5,-3.3,21.3,0,0,0,0,0
2020-04-12,2020,4,12,-2,-12.5,-7.3,25.3,0,0,0,0,0
2020-04-13,2020,4,13,-3,-12.5,-7.8,25.8,0,0,0,0,0
2020-04-14,2020,4,14,3,-14.5,-5.8,23.8,0,0,0,0,0
2020-04-15,2020,4,15,6,-10.5,-2.3,20.3,0,0,0,0,0
2020-04-16,2020,4,16,4,-9.5,-2.8,20.8,0,0,0,0,0
2020-04-17,2020,4,17,15.5,-5.5,5,13,0,0,0,0,0
2020-04-18,2020,4,18,NA,-2,NA,NA,NA,NA,NA,NA,0
2020-04-19,2020,4,19,14.5,NA,NA,NA,NA,0,0,0,NA
2020-04-20,2020,4,20,12,-2.5,4.8,13.2,0,0,0,0,0
2020-04-21,2020,4,21,23.5,-1,11.3,6.7,0,0,0,0,0
2020-04-22,2020,4,22,18.5,1,9.8,8.2,0,0,0,0,0
2020-04-23,2020,4,23,18.5,0.5,9.5,8.5,0,0,0,0,0
2020-04-24,2020,4,24,15,-1,7,11,0,0,0,0,0
2020-04-25,2020,4,25,18.5,-2.5,8,10,0,0,0,0,0
2020-04-26,2020,4,26,17.5,8.5,13,5,0,0,0,0,0
2020-04-27,2020,4,27,21,0,10.5,7.5,0,0,0,0,0
2020-04-28,2020,4,28,15,3.5,9.3,8.7,0,0,0,0,0
2020-04-29,2020,4,29,24,1,12.5,5.5,0,0,0,0,0
2020-04-30,2020,4,30,27.5,6,16.8,1.2,0,0,0,0,0
2020-05-01,2020,5,1,17.5,8,12.8,5.2,0,0,0,0,0
2020-05-02,2020,5,2,19,-2,8.5,9.5,0,0,0,0,0
2020-05-03,2020,5,3,17,-0.5,8.3,9.7,0,4.4,0,4.4,0
2020-05-04,2020,5,4,16,1.5,8.8,9.2,0,0,0,0,0
2020-05-05,2020,5,5,17,0,8.5,9.5,0,0,0,0,0
2020-05-06,2020,5,6,20.5,3,11.8,6.2,0,0,0,0,0
2020-05-07,2020,5,7,16.5,2.5,9.5,8.5,0,0,0,0,0
2020-05-08,2020,5,8,21.5,1.5,11.5,6.5,0,3,0,3,0
2020-05-09,2020,5,9,7.5,0,3.8,14.2,0,0,0,0,0
2020-05-10,2020,5,10,9.5,-3,3.3,14.7,0,0,0,0,0
2020-05-11,2020,5,11,10.5,-4,3.3,14.7,0,0,0,0,0
2020-05-12,2020,5,12,13,-4.5,4.3,13.7,0,0,0,0,0
2020-05-13,2020,5,13,9,3,6,12,0,1.2,0,1.2,0
2020-05-14,2020,5,14,18,1.5,9.8,8.2,0,0,0,0,0
2020-05-15,2020,5,15,16,1,8.5,9.5,0,0,0,0,0
2020-05-16,2020,5,16,24.5,2.5,13.5,4.5,0,0,0,0,0
2020-05-17,2020,5,17,25,2.5,13.8,4.2,0,0,0,0,0
2020-05-18,2020,5,18,25.5,11,18.3,0,0.3,0,0,0,0
2020-05-19,2020,5,19,28.5,12,20.3,0,2.3,0,0,0,0
2020-05-20,2020,5,20,27.5,12,19.8,0,1.8,0,0,0,0
2020-05-21,2020,5,21,25.5,14,19.8,0,1.8,0,0,0,0
2020-05-22,2020,5,22,22,7,14.5,3.5,0,0,0,0,0
2020-05-23,2020,5,23,18.5,4,11.3,6.7,0,0,0,0,0
2020-05-24,2020,5,24,18.5,5,11.8,6.2,0,0,0,0,0
2020-05-25,2020,5,25,25,4,14.5,3.5,0,0,0,0,0
2020-05-26,2020,5,26,23,11,17,1,0,3.6,0,3.6,0
2020-05-27,2020,5,27,20.5,8,14.3,3.7,0,0,0,0,0
2020-05-28,2020,5,28,20,5,12.5,5.5,0,0,0,0,0
2020-05-29,2020,5,29,20,3,11.5,6.5,0,0,0,0,0
2020-05-30,2020,5,30,24.5,7.5,16,2,0,0,0,0,0
2020-05-31,2020,5,31,30,11,20.5,0,2.5,0,0,0,0
2020-06-01,2020,6,1,26.5,13.5,20,0,2,0,0,0,0
2020-06-02,2020,6,2,25,11,18,0,0,0,0,0,0
2020-06-03,2020,6,3,23,10.5,16.8,1.2,0,0,0,0,0
2020-06-04,2020,6,4,22,8,15,3,0,0,0,0,0
2020-06-05,2020,6,5,23,4,13.5,4.5,0,0.8,0,0.8,0
2020-06-06,2020,6,6,19,11,15,3,0,2.8,0,2.8,0
2020-06-07,2020,6,7,21,11,16,2,0,0,0,0,0
2020-06-08,2020,6,8,17,8,12.5,5.5,0,0.4,0,0.4,0
2020-06-09,2020,6,9,22,6,14,4,0,0,0,0,0
2020-06-10,2020,6,10,23,6,14.5,3.5,0,0,0,0,0
2020-06-11,2020,6,11,24.5,7,15.8,2.2,0,0,0,0,0
2020-06-12,2020,6,12,28,8,18,0,0,0,0,0,0
2020-06-13,2020,6,13,29,6,17.5,0.5,0,1,0,1,0
2020-06-14,2020,6,14,22.5,12,17.3,0.7,0,7.4,0,7.4,0
2020-06-15,2020,6,15,23.5,8.5,16,2,0,0,0,0,0
2020-06-16,2020,6,16,24.5,10,17.3,0.7,0,5,0,5,0
2020-06-17,2020,6,17,18,13.5,15.8,2.2,0,6.2,0,6.2,0
2020-06-18,2020,6,18,13,6,9.5,8.5,0,1.7,0,1.7,0
2020-06-19,2020,6,19,19.5,5,12.3,5.7,0,0.2,0,0.2,0
2020-06-20,2020,6,20,16.5,7,11.8,6.2,0,0,0,0,0
2020-06-21,2020,6,21,18.5,6,12.3,5.7,0,0,0,0,0
2020-06-22,2020,6,22,24,6,15,3,0,0,0,0,0
2020-06-23,2020,6,23,29,10,19.5,0,1.5,0,0,0,0
2020-06-24,2020,6,24,31,10,20.5,0,2.5,2,0,2,0
2020-06-25,2020,6,25,26,10.5,18.3,0,0.3,0,0,0,0
2020-06-26,2020,6,26,31,13,22,0,4,0,0,0,0
2020-06-27,2020,6,27,25,15,20,0,2,2.1,0,2.1,0
2020-06-28,2020,6,28,NA,14.5,NA,NA,NA,NA,NA,NA,0
2020-06-29,2020,6,29,21,NA,NA,NA,NA,0,0,0,NA
2020-06-30,2020,6,30,23,14.5,18.8,0,0.8,16.5,0,16.5,0
2020-07-01,2020,7,1,24.5,14.5,19.5,0,1.5,0.6,0,0.6,0
2020-07-02,2020,7,2,26,11,18.5,0,0.5,0,0,0,0
2020-07-03,2020,7,3,28.5,11,19.8,0,1.8,0,0,0,0
2020-07-04,2020,7,4,29,16,22.5,0,4.5,5,0,5,0
2020-07-05,2020,7,5,24,18,21,0,3,0,0,0,0
2020-07-06,2020,7,6,26,18.5,22.3,0,4.3,0,0,0,0
2020-07-07,2020,7,7,28.5,10,19.3,0,1.3,8.8,0,8.8,0
2020-07-08,2020,7,8,22,9.5,15.8,2.2,0,4.6,0,4.6,0
2020-07-09,2020,7,9,21.5,14,17.8,0.2,0,0,0,0,0
2020-07-10,2020,7,10,23.5,10,16.8,1.2,0,20,0,20,0
2020-07-11,2020,7,11,25,13,19,0,1,0.6,0,0.6,0
2020-07-12,2020,7,12,25.5,12.5,19,0,1,0,0,0,0
2020-07-13,2020,7,13,25.5,11.5,18.5,0,0.5,1.4,0,1.4,0
2020-07-14,2020,7,14,23,13.5,18.3,0,0.3,21,0,21,0
2020-07-15,2020,7,15,24.5,10,17.3,0.7,0,0,0,0,0
2020-07-16,2020,7,16,26,11,18.5,0,0.5,0,0,0,0
2020-07-17,2020,7,17,26,14,20,0,2,5.2,0,5.2,0
2020-07-18,2020,7,18,23,13.5,18.3,0,0.3,0,0,0,0
2020-07-19,2020,7,19,24,11,17.5,0.5,0,0,0,0,0
2020-07-20,2020,7,20,23,11,17,1,0,5.6,0,5.6,0
2020-07-21,2020,7,21,25,10,17.5,0.5,0,0,0,0,0
2020-07-22,2020,7,22,29,14,21.5,0,3.5,0,0,0,0
2020-07-23,2020,7,23,28,18.5,23.3,0,5.3,4.8,0,4.8,0
2020-07-24,2020,7,24,29,16,22.5,0,4.5,0.2,0,0.2,0
2020-07-25,2020,7,25,22.5,15,18.8,0,0.8,0,0,0,0
2020-07-26,2020,7,26,25.5,10,17.8,0.2,0,0.3,0,0.3,0
2020-07-27,2020,7,27,26,10,18,0,0,0,0,0,0
2020-07-28,2020,7,28,28,14,21,0,3,0,0,0,0
2020-07-29,2020,7,29,30.5,15,22.8,0,4.8,0,0,0,0
2020-07-30,2020,7,30,33,14.5,23.8,0,5.8,0,0,0,0
2020-07-31,2020,7,31,27.5,16,21.8,0,3.8,0,0,0,0
2020-08-01,2020,8,1,27.5,11,19.3,0,1.3,0,0,0,0
2020-08-02,2020,8,2,27,10,18.5,0,0.5,0,0,0,0
2020-08-03,2020,8,3,28,13,20.5,0,2.5,2,0,2,0
2020-08-04,2020,8,4,28.5,15,21.8,0,3.8,0,0,0,0
2020-08-05,2020,8,5,29,9,19,0,1,0,0,0,0
2020-08-06,2020,8,6,32,11,21.5,0,3.5,4,0,4,0
2020-08-07,2020,8,7,26,17,21.5,0,3.5,0,0,0,0
2020-08-08,2020,8,8,27,9,18,0,0,0,0,0,0
2020-08-09,2020,8,9,23,8.5,15.8,2.2,0,0,0,0,0
2020-08-10,2020,8,10,26.5,7,16.8,1.2,0,0,0,0,0
2020-08-11,2020,8,11,26.5,9,17.8,0.2,0,0,0,0,0
2020-08-12,2020,8,12,31,12.5,21.8,0,3.8,0.2,0,0.2,0
2020-08-13,2020,8,13,25,13,19,0,1,2,0,2,0
2020-08-14,2020,8,14,25.5,13,19.3,0,1.3,0,0,0,0
2020-08-15,2020,8,15,26,11,18.5,0,0.5,0,0,0,0
2020-08-16,2020,8,16,29,9,19,0,1,0,0,0,0
2020-08-17,2020,8,17,34.5,12,23.3,0,5.3,0,0,0,0
2020-08-18,2020,8,18,36.5,13,24.8,0,6.8,0,0,0,0
2020-08-19,2020,8,19,36,15.5,25.8,0,7.8,0,0,0,0
2020-08-20,2020,8,20,36,13,24.5,0,6.5,5.6,0,5.6,0
2020-08-21,2020,8,21,30,16,23,0,5,0,0,0,0
2020-08-22,2020,8,22,35,12,23.5,0,5.5,0,0,0,0
2020-08-23,2020,8,23,28.5,8,18.3,0,0.3,0,0,0,0
2020-08-24,2020,8,24,31,12,21.5,0,3.5,0,0,0,0
2020-08-25,2020,8,25,28.5,15,21.8,0,3.8,0,0,0,0
2020-08-26,2020,8,26,24.5,13.5,19,0,1,0,0,0,0
2020-08-27,2020,8,27,28,9.5,18.8,0,0.8,2,0,2,0
2020-08-28,2020,8,28,28,7,17.5,0.5,0,0,0,0,0
2020-08-29,2020,8,29,32,8,20,0,2,0.6,0,0.6,0
2020-08-30,2020,8,30,20,9,14.5,3.5,0,0,0,0,0
2020-08-31,2020,8,31,20,3,11.5,6.5,0,0,0,0,0
2020-09-01,2020,9,1,23.5,9.5,16.5,1.5,0,0.4,0,0.4,0
2020-09-02,2020,9,2,17.5,9,13.3,4.7,0,1.4,0,1.4,0
2020-09-03,2020,9,3,22,5,13.5,4.5,0,0.4,0,0.4,0
2020-09-04,2020,9,4,24,6.5,15.3,2.7,0,0,0,0,0
2020-09-05,2020,9,5,31,8.5,19.8,0,1.8,0,0,0,0
2020-09-06,2020,9,6,18.5,12.5,15.5,2.5,0,0,0,0,0
2020-09-07,2020,9,7,11,4.5,7.8,10.2,0,0.3,0,0.3,0
2020-09-08,2020,9,8,13.5,-2,5.8,12.2,0,0,0,0,0
2020-09-09,2020,9,9,20.5,4,12.3,5.7,0,0,0,0,0
2020-09-10,2020,9,10,26.5,9,17.8,0.2,0,0,0,0,0
2020-09-11,2020,9,11,28,11,19.5,0,1.5,0,0,0,0
2020-09-12,2020,9,12,18.5,11,14.8,3.2,0,0,0,0,0
2020-09-13,2020,9,13,16,3.5,9.8,8.2,0,0.6,0,0.6,0
2020-09-14,2020,9,14,17,6,11.5,6.5,0,0,0,0,0
2020-09-15,2020,9,15,15.5,5,10.3,7.7,0,0,0,0,0
2020-09-16,2020,9,16,12.5,2,7.3,10.7,0,0,0,0,0
2020-09-17,2020,9,17,22,3,12.5,5.5,0,0,0,0,0
2020-09-18,2020,9,18,24.5,-0.5,12,6,0,0,0,0,0
2020-09-19,2020,9,19,26,6,16,2,0,0.6,0,0.6,0
2020-09-20,2020,9,20,19,9.5,14.3,3.7,0,3,0,3,0
2020-09-21,2020,9,21,24,9,16.5,1.5,0,0.2,0,0.2,0
2020-09-22,2020,9,22,24,8,16,2,0,1,0,1,0
2020-09-23,2020,9,23,21.5,10.5,16,2,0,0,0,0,0
2020-09-24,2020,9,24,24.5,7.5,16,2,0,0,0,0,0
2020-09-25,2020,9,25,22.5,6.5,14.5,3.5,0,0.3,0,0.3,0
2020-09-26,2020,9,26,17.5,5,11.3,6.7,0,7.8,0,7.8,0
2020-09-27,2020,9,27,16.5,6,11.3,6.7,0,0,0,0,0
2020-09-28,2020,9,28,21,1,11,7,0,0,0,0,0
2020-09-29,2020,9,29,16.5,5.5,11,7,0,0,0,0,0
2020-09-30,2020,9,30,12.5,4,8.3,9.7,0,0,0,0,0
2020-10-01,2020,10,1,11,NA,NA,NA,NA,0,0,0,0
2020-10-02,2020,10,2,16,4,10,8,0,0,0,0,0
2020-10-03,2020,10,3,15,-1,7,11,0,0,0,0,0
2020-10-04,2020,10,4,26,0.5,13.3,4.7,0,1,0,1,0
2020-10-05,2020,10,5,19.5,7.5,13.5,4.5,0,0,0,0,0
2020-10-06,2020,10,6,17,9,13,5,0,0,0,0,0
2020-10-07,2020,10,7,15.5,2.5,9,9,0,0,0,0,0
2020-10-08,2020,10,8,22.5,7,14.8,3.2,0,0.6,0,0.6,0
2020-10-09,2020,10,9,10,4.5,7.3,10.7,0,0,0,0,0
2020-10-10,2020,10,10,25,1,13,5,0,0,0,0,0
2020-10-11,2020,10,11,13,1,7,11,0,0,0,0,0
2020-10-12,2020,10,12,11.5,-3,4.3,13.7,0,0,0,0,0
2020-10-13,2020,10,13,11.5,1,6.3,11.7,0,0.4,0,0.4,0
2020-10-14,2020,10,14,6.5,-2.5,2,16,0,0,0,0,0
2020-10-15,2020,10,15,5.5,-5,0.3,17.7,0,0,0,0,0
2020-10-16,2020,10,16,4.5,-8.5,-2,20,0,0,0,0,0
2020-10-17,2020,10,17,0.5,-14,-6.8,24.8,0,0,0,0,0
2020-10-18,2020,10,18,-3.5,-6.5,-5,23,0,0,0,0,0
2020-10-19,2020,10,19,-0.5,-8.5,-4.5,22.5,0,0,0,0,0
2020-10-20,2020,10,20,-1.5,-6.5,-4,22,0,0,0,0,0
2020-10-21,2020,10,21,-0.5,-5,-2.8,20.8,0,0,0,0,0
2020-10-22,2020,10,22,-1.5,-15,-8.3,26.3,0,0,0,0,0
2020-10-23,2020,10,23,-1.5,-15,-8.3,26.3,0,0,0,0,0
2020-10-24,2020,10,24,-5.5,-15,-10.3,28.3,0,0,0,0,0
2020-10-25,2020,10,25,-7.5,-10,-8.8,26.8,0,0,0,0,0
2020-10-26,2020,10,26,NA,-16,NA,NA,NA,NA,NA,NA,0
2020-10-27,2020,10,27,12,NA,NA,NA,NA,0,0,0,NA
2020-10-28,2020,10,28,4.5,1,2.8,15.2,0,0,0,0,0
2020-10-29,2020,10,29,6,-7,-0.5,18.5,0,0,0,0,0
2020-10-30,2020,10,30,11.5,-3.5,4,14,0,0,0,0,0
2020-10-31,2020,10,31,NA,-3.5,NA,NA,NA,NA,NA,NA,0
2020-11-01,2020,11,1,13,NA,NA,NA,NA,0,0,0,NA
2020-11-02,2020,11,2,20.5,-9.5,5.5,12.5,0,0,0,0,0
2020-11-03,2020,11,3,20.5,3,11.8,6.2,0,0,0,0,0
2020-11-04,2020,11,4,16,5,10.5,7.5,0,0,0,0,0
2020-11-05,2020,11,5,21.5,-1,10.3,7.7,0,0,0,0,0
2020-11-06,2020,11,6,10,-1,4.5,13.5,0,0,0,0,0
2020-11-07,2020,11,7,1,-0.5,0.3,17.7,0,0,0,0,NA
2020-11-08,2020,11,8,-4,-4,-4,22,0,0,0,0,NA
2020-11-09,2020,11,9,-2,-19,-10.5,28.5,0,0,0,0,NA
2020-11-10,2020,11,10,-6,-22.5,-14.3,32.3,0,0,0,0,NA
2020-11-11,2020,11,11,-6,-14,-10,28,0,0,0,0,NA
2020-11-12,2020,11,12,-5,-17,-11,29,0,0,0,0,NA
2020-11-13,2020,11,13,1,-18,-8.5,26.5,0,0,0,0,NA
2020-11-14,2020,11,14,-3,-7,-5,23,0,0,0,0,NA
2020-11-15,2020,11,15,-5.5,-15.5,-10.5,28.5,0,0,0,0,NA
2020-11-16,2020,11,16,-4,-16,-10,28,0,0,0,0,NA
2020-11-17,2020,11,17,3,-7,-2,20,0,0,0,0,NA
2020-11-18,2020,11,18,6.5,-5.5,0.5,17.5,0,0,0,0,NA
2020-11-19,2020,11,19,-2,-5.5,-3.8,21.8,0,0,0,0,NA
2020-11-20,2020,11,20,-6,-17,-11.5,29.5,0,0,0,0,NA
2020-11-21,2020,11,21,-2,-13,-7.5,25.5,0,0,0,0,NA
2020-11-22,2020,11,22,-6,-16,-11,29,0,0,0,0,NA
2020-11-23,2020,11,23,-5,-15,-10,28,0,0,0,0,NA
2020-11-24,2020,11,24,2,-10,-4,22,0,0,0,0,NA
2020-11-25,2020,11,25,3.5,-9,-2.8,20.8,0,0,0,0,NA
2020-11-26,2020,11,26,-0.5,-9,-4.8,22.8,0,0,0,0,NA
2020-11-27,2020,11,27,3,-15.5,-6.3,24.3,0,0,0,0,NA
2020-11-28,2020,11,28,3.5,-8.5,-2.5,20.5,0,0,0,0,NA
2020-11-29,2020,11,29,-1.5,-14,-7.8,25.8,0,0,0,0,NA
2020-11-30,2020,11,30,2.5,-14,-5.8,23.8,0,0,0,0,NA
2020-12-01,2020,12,1,4,-5,-0.5,18.5,0,0,0,0,NA
2020-12-02,2020,12,2,-1,-13,-7,25,0,0,0,0,NA
2020-12-03,2020,12,3,2.5,-9,-3.3,21.3,0,0,0,0,NA
2020-12-04,2020,12,4,2.5,-6.5,-2,20,0,0,0,0,0
2020-12-05,2020,12,5,4,-6,-1,19,0,0,0,0,0
2020-12-06,2020,12,6,4,-9,-2.5,20.5,0,0,0,0,0
2020-12-07,2020,12,7,2.5,-7.5,-2.5,20.5,0,0,0,0,0
2020-12-08,2020,12,8,4,-5.5,-0.8,18.8,0,0,0,0,0
2020-12-09,2020,12,9,3,-4,-0.5,18.5,0,0,0,0,0
2020-12-10,2020,12,10,-2,-9,-5.5,23.5,0,0,0,0,0
2020-12-11,2020,12,11,-5,-11.5,-8.3,26.3,0,0,0,0,0
2020-12-12,2020,12,12,-3,-8.5,-5.8,23.8,0,0,0,0,0
2020-12-13,2020,12,13,-14.5,-17,-15.8,33.8,0,0,0,0,0
2020-12-14,2020,12,14,-10,-26,-18,36,0,0,0,0,0
2020-12-15,2020,12,15,-4.5,-19.5,-12,30,0,0,0,0,0
2020-12-16,2020,12,16,-3.5,-14,-8.8,26.8,0,0,0,0,0
2020-12-17,2020,12,17,2,-13,-5.5,23.5,0,0,0,0,0
2020-12-18,2020,12,18,1,-20,-9.5,27.5,0,0,0,0,0
2020-12-19,2020,12,19,4,-20.5,-8.3,26.3,0,0,0,0,0
2020-12-20,2020,12,20,5.5,-6,-0.3,18.3,0,0,0,0,0
2020-12-21,2020,12,21,-1.5,-8,-4.8,22.8,0,0,0,0,0
2020-12-22,2020,12,22,-3,-8.5,-5.8,23.8,0,0,0,0,0
2020-12-23,2020,12,23,-9,-19,-14,32,0,0,0,0,0
2020-12-24,2020,12,24,0,-17.5,-8.8,26.8,0,0,0,0,0
2020-12-25,2020,12,25,-5,-10,-7.5,25.5,0,0,0,0,0
2020-12-26,2020,12,26,-5,-14,-9.5,27.5,0,0,2,2,0
2020-12-27,2020,12,27,NA,-18,NA,NA,NA,NA,NA,NA,0
2020-12-28,2020,12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-12-29,2020,12,29,-5,NA,NA,NA,NA,0,0,0,NA
2020-12-30,2020,12,30,-8.5,-19,-13.8,31.8,0,0,0,0,0
2020-12-31,2020,12,31,-8,-18.5,-13.3,31.3,0,0,0,0,0
